Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asbestos Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moldy Debris
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ducrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ducrete Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rebar Reinforced Concrete Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Broken Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Marked Concrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ducrete Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compound Mesh
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - CMB Steel Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced CMB Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Laboratory Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Laboratory Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.siege_emergency.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.siege_hole.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteorite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteorite Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Broken Meteorite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteorite Treasure Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Meteor Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Meteor Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Meteor Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Meteor Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Starmetal Static Electricity Generator
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brittle Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magmatic Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Radioactive Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Arcane Enargite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Glyph Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mechanist's Circle
appliedenergistics2:item.ItemFacade:0, Cable Facade - Berzelianite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Berzelianite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Berzelianite Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Berzelianite Cirlce
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.brick_forgotten.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mush_block.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.mush_block_stem.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moon Turf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Trinitite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Trinitite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Charred Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Charred Wooden Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Grass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dead Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oily Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oily Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Oily Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tektite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Osmiridium-Infused Tektite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slaked Sellafite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sellafite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hot Sellafite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Boiling Sellafite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blazing Sellafite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infernal Sellafite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sellafite-Corium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dynamite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Actual TNT
appliedenergistics2:item.ItemFacade:0, Cable Facade - Semtex
appliedenergistics2:item.ItemFacade:0, Cable Facade - C-4
appliedenergistics2:item.ItemFacade:0, Cable Facade - Flame War in a Box
appliedenergistics2:item.ItemFacade:0, Cable Facade - Levitation Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endothermic Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Exothermic Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - EMP Device
appliedenergistics2:item.ItemFacade:0, Cable Facade - Explosive Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nuclear Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mining Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ash
appliedenergistics2:item.ItemFacade:0, Cable Facade - Boron Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranium Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polonium Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quartz Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold-198 Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silo Hatch Frame
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silo Hatch Opener
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burner Press Preheater
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nuclear Reactor (Old)
appliedenergistics2:item.ItemFacade:0, Cable Facade - ZPE Potential Generator (Top)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Particle Accelerator Plating
appliedenergistics2:item.ItemFacade:0, Cable Facade - Particle Accelerator Plating (Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Particle Accelerator Plating (Black)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Particle Accelerator Plating (YelloDye)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Particle Accelerator Plating (Cool Hazard Stripes)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Particle Accelerator Plating (VOLTZ)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Superconducting Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Gold Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Neodymium Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense 4000K Superconductor Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Schrabidic Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Schrabidate Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Starmetal Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Chlorophyte Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Mese Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Particle Accelerator Analysis Chamber Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - RBMK Steam Connector
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sand Bags
appliedenergistics2:item.ItemFacade:0, Cable Facade - Armor Modification Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Muffler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Launch Pad Component Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Launch Pad Scaffold Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.transission_hatch.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basic Factory Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basic Factory Access Hatch
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basic Factory Electricity Port
appliedenergistics2:item.ItemFacade:0, Cable Facade - Advanced Factory Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Advanced Factory Access Hatch
appliedenergistics2:item.ItemFacade:0, Cable Facade - Advanced Factory Electricity Port
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reactor Chamber
appliedenergistics2:item.ItemFacade:0, Cable Facade - Control Rods
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reactor Access Hatch
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reactor Waste Ejector
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reactor Fuel Inserter
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reactor Boiler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Superconducting Magnet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Central Magnet Piece
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magnet Motor Piece
appliedenergistics2:item.ItemFacade:0, Cable Facade - Plasma Heater Component
appliedenergistics2:item.ItemFacade:0, Cable Facade - Duct Deco Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Watz Reaction Chamber
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Control Rods
appliedenergistics2:item.ItemFacade:0, Cable Facade - Watz Reactor Supercooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Watz Reactor Stability Element
appliedenergistics2:item.ItemFacade:0, Cable Facade - Watz Reactor Access Hatch
appliedenergistics2:item.ItemFacade:0, Cable Facade - Watz Electricity Port
appliedenergistics2:item.ItemFacade:0, Cable Facade - 4000K Superconducting Magnet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusionary Watz Plant Structural Support
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusionary Watz Plant Access Hatch
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusionary Watz Reactor Calculation Matrix
appliedenergistics2:item.ItemFacade:0, Cable Facade - Regenerative Coolant Fluid Tank Shell
appliedenergistics2:item.ItemFacade:0, Cable Facade - Volcano Core
appliedenergistics2:item.ItemFacade:0, Cable Facade - Volcano Core
appliedenergistics2:item.ItemFacade:0, Cable Facade - Volcano Core
appliedenergistics2:item.ItemFacade:0, Cable Facade - Volcano Core
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hbm's Nuclear Tech Mod Manual [LEGACY]
appliedenergistics2:item.ItemFacade:0, Cable Facade - Supply Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Weapon Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hazmat Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Machine Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Starmetal Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enargite Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.dummy_block_chemplant.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.dummy_port_chemplant.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.dummy_block_pumpjack.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.dummy_port_pumpjack.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crude Oil Extraction Pipe
appliedenergistics2:item.ItemFacade:0, Cable Facade - Drill Pipe
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Dark Crystal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pulsating Crystal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.pink_double_slab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bauxite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nickel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lead
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Silver
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Nickel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Constantan
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Electrum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - High-Voltage Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hempcrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coke Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blast Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coke Oven Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - Heated Coke Oven Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coke Oven Port
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Beehive
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Salt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cream
appliedenergistics2:item.ItemFacade:0, Cable Facade - Osmium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Destroy Button
appliedenergistics2:item.ItemFacade:0, Cable Facade - Game Starter
appliedenergistics2:item.ItemFacade:0, Cable Facade - Useless Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.hey.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.nyan.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.pattern.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.yellowGlow.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.whiteGlass.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Musical tree log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Musical tree planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amplifier
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.amplifierOn.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Elevator
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Chamelium
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hydrogen block / 1
appliedenergistics2:item.ItemFacade:0, Cable Facade - Helium block / 2
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lithium block /  3
appliedenergistics2:item.ItemFacade:0, Cable Facade - Beryllium block / 4
appliedenergistics2:item.ItemFacade:0, Cable Facade - Boron block / 5
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carbon block / 6
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nitrogen block / 7
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oxygen block / 8
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluorine block / 9
appliedenergistics2:item.ItemFacade:0, Cable Facade - Neon block / 10
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sodium block / 11
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magnesium block / 12
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum block / 13
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silicon block / 14
appliedenergistics2:item.ItemFacade:0, Cable Facade - Phosphorus block /15
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfur block / 16
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chlorine block / 17
appliedenergistics2:item.ItemFacade:0, Cable Facade - Argon block / 18
appliedenergistics2:item.ItemFacade:0, Cable Facade - Potassium block / 19
appliedenergistics2:item.ItemFacade:0, Cable Facade - Calcium block / 20
appliedenergistics2:item.ItemFacade:0, Cable Facade - Scandium block / 21
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titanium block / 22
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vanadium block / 23
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chromium block / 24
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manganese block / 25
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron block / 26
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt block / 27
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nickel block   / 28
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper block / 29
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc block / 30
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gallium block / 31
appliedenergistics2:item.ItemFacade:0, Cable Facade - Germanium block / 32
appliedenergistics2:item.ItemFacade:0, Cable Facade - Arsenic block / 33
appliedenergistics2:item.ItemFacade:0, Cable Facade - Selenium block  / 34
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bromine block / 35
appliedenergistics2:item.ItemFacade:0, Cable Facade - Krypton block / 36
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubidium block / 37
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strontium block / 38
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yttrium block / 39
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zirconium block / 40
appliedenergistics2:item.ItemFacade:0, Cable Facade - Niobium block / 41
